160,61.1754,91.269,24.6608,173
161,131.076,204.419,71.1628,172
162,82.3684,128.193,123.281,172
163,133.058,216.616,90.4942,172
164,67.6842,114.292,110.012,171
165,168.314,201.831,143.669,171
166,32.6407,99.4252,96.5629,170
167,195.03,228.964,240.124,169
168,153.976,209.386,157.265,166
169,98.697,138.533,121.394,165
170,35.5679,90.9877,120.537,162
171,47.7593,109.895,113.259,161
172,73.9938,170.325,14.275,160
173,149.106,223.431,92.6875,160
174,177.679,211.358,205.403,160
175,188.838,235,206.3,160
176,204.094,228.189,227.692,159
177,140.522,178.88,111.327,158
178,198.513,239.354,182,158
179,129.369,192.758,148.427,158
180,180.228,241.443,181.506,157
181,163.064,225.423,110.487,156
182,187.789,237.066,226.586,153
183,157.237,243.118,81.8224,152
184,209.219,236.325,197.748,151
185,115.98,149.263,107.053,151
186,149.219,232.358,104.993,151
187,192.119,222.53,183.623,150
188,170.736,208.831,163.412,150
189,104.327,170.04,127.253,149
190,174.208,215.523,184.537,148
191,182.678,214.507,224.788,146
192,103.603,163.692,149.562,146
193,165.309,197.718,198.148,146
194,89.1712,128.767,146.514,145
195,121.368,159.75,148.812,144
196,136.227,186.099,162.411,143
197,64.4296,104.049,125.437,142
198,178.348,248.078,93.8298,141
199,150.541,204.43,192.311,141
200,68.3929,133.193,112.414,140
201,188.928,234.647,252.691,138
202,92.6765,152.287,134.654,137
203,75.0365,141.985,138.737,136
204,153.779,188.368,143.522,136
205,136,175.289,192.311,136
206,89.291,177.701,25.6866,135
207,166.821,202.075,216.463,133
208,118.709,164.336,189.045,133
209,174.351,237.374,115.802,132
210,135.609,174.211,147.549,131
211,114.269,209.515,56.1308,130
212,103.354,135.938,61.8231,130
213,138.538,187.1,178.192,129
214,119.883,176.117,159.562,128
215,164.218,234.403,94.6613,124
216,172.576,226.856,214.968,124
217,74.4202,115.261,137.941,121
218,179.512,217.719,238.554,121
219,165.62,213.198,229.678,121
220,153.487,186.42,163.899,120
221,128.339,219.576,74.2627,118
222,151.145,184.487,188.393,118
223,212.276,236.034,177.466,116
224,193.13,218.27,214.87,115
225,155.389,219.124,178.274,114
226,143.752,238.841,73.9204,113
227,106.885,202.389,37.4513,113
228,148.536,220.08,78.2054,112
229,125.759,176.777,208.339,112
230,170.676,229.622,193.459,111
231,134.257,166.661,171.752,110
232,150.973,198.636,215.891,110
233,45.844,106.211,137.661,109
234,141.339,174.312,127.927,109
235,121.257,153.826,78.5229,109
236,157.787,215.065,206.537,108
237,105.408,140.942,147.689,106
238,60.419,125.667,130.667,106
239,72.9143,130.448,161.676,105
240,136.2,172.124,89.5238,105
241,136.635,192.558,198.904,104
242,147.667,184.902,207.451,102
243,86.4059,149.257,152.693,102
244,139.802,203.822,167.238,101
245,111.949,164.566,169.636,99 
246,123.177,195.417,50.6979,96 
247,94.5376,192.559,26.6021,93 
248,98.25,154.12,168.587,92 
249,141.088,225.758,61.0989,91 
250,60.5165,113.747,150.319,91 
251,114.736,147.099,169.066,91 
252,120.859,182.424,180.522,91 
253,97.1477,152.545,189.25,90 
254,164.462,199.253,178.286,90 
255,124.793,219.126,50.6897,87 
256,95.8816,139.25,162.263,76 
257,150.307,196.107,174.92,75 
258,83.6197,137.028,177.254,71 
259,174.479,226.155,249.718,71 
260,153.288,200.985,233.364,66 
261,136.922,191.781,226.703,64 
262,108.383,166,202.717,60 
263,191.542,217.78,147.593,60 
264,159.286,213.633,247.51,49 
index:57
index:136
index:257
index:7
index111:56
index111:135
index111:256
index111:6
